Cluster Number	Metanode UniProt ID	SwissProt Annotations
1	A8IQ73	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	A8MH89	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	A8ZV25	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	A9A3L9	Ribosomal RNA large subunit methyltransferase N ||2.1.1.-
1	A9BMV6	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	A9EPV3	Probable RNA methyltransferase sce3898||2.1.1.-
1	A9FD89	Probable RNA methyltransferase sce1580||2.1.1.-
1	A9FFJ6	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	A9KK15	Ribosomal RNA large subunit methyltransferase Cfr ||2.1.1.224
1	A9WFY6	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B0S143	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B0TGT1	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B1H070	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B1M1U6	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B1ZQZ5	Probable dual-specificity RNA methyltransferase RlmN 1 ||2.1.1.192
1	B2A0B9	Probable dual-specificity RNA methyltransferase RlmN 3 ||2.1.1.192
1	B2A2K6	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B2UNF2	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B3QS43	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B8E0X3	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	B8I259	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	C1A949	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	C4Z523	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	O25970	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	O34617	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	O66732	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	O83107	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	O86754	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q01QF9	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q057Q1	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q0AXL8	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q0I3U8	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q0P7R8	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q11QF0	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q136A2	Probable RNA methyltransferase RPD_2859||2.1.1.-
1	Q182S0	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q1AYW0	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q1CYE1	Probable RNA methyltransferase MXAN_6459||2.1.1.-
1	Q1D6I6	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN 2 ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q1DCU1	Probable dual-specificity RNA methyltransferase RlmN 2 ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN 1 ||2.1.1.192
1	Q1IRD1	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q24U12	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q28VS6	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q2JRQ8	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q2LUM5	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q2RK16	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q2S0P9	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q2SDW1	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q31I07	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q3AC22	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q3ASD4	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
